id,name,WKT,police_station_id
ID_00000,Jayanagara,"MULTIPOLYGON Z (((76.63790891556204 12.29216274655557 0, 76.63799003685662 12.29285595267465 0, 76.63801661074282 12.29310394637849 0, 76.63805394990257 12.29338125409877 0, 76.6380827838428 12.29360687607406 0, 76.63808984202817 12.29366461629019 0, 76.6381184780337 12.29397820855569 0, 76.63812573596277 12.29405944113782 0, 76.63814094967564 12.29439515733833 0, 76.63814474368019 12.29465435663214 0, 76.63814058904967 12.2949260884046 0, 76.63811997743365 12.29525809674991 0, 76.63809752043143 12.29552013173603 0, 76.63807479114172 12.29573226588382 0, 76.63806118899974 12.2957338443352 0, 76.6377373300966 12.2957738349003 0, 76.6375404657867 12.29579814371938 0, 76.63748131517568 12.29580544764234 0, 76.63732468126825 12.29582478854797 0, 76.63667671118438 12.29591776114679 0, 76.63568331315876 12.2960529611835 0, 76.63564367713975 12.29605833734563 0, 76.63549867461624 12.29607634029986 0, 76.63542168605044 12.2960858992168 0, 76.6348482940304 12.29615709043561 0, 76.63423739397295 12.29622032536135 0, 76.63414466941748 12.29622774872777 0, 76.63362439860408 12.29625070355649 0, 76.63358822784826 12.29625229997119 0, 76.63303086974946 12.29627689172498 0, 76.633035028177 12.29622545195233 0, 76.63304111679861 12.29615013821255 0, 76.63304295220532 12.2961274390855 0, 76.63304895563262 12.29607182726282 0, 76.63305868073016 12.29598173428668 0, 76.63306441106847 12.29592864439936 0, 76.63310103590261 12.29566842933261 0, 76.63313986886496 12.29543680582004 0, 76.63315916167993 12.29532553415311 0, 76.63320633165364 12.2950540159977 0, 76.63327489424084 12.29465935880061 0, 76.63352032827338 12.29343340302541 0, 76.63359952803317 12.29294314032456 0, 76.63362893115091 12.29271921809104 0, 76.633644149392 12.29259677039686 0, 76.63366073761573 12.2924457811995 0, 76.63366972232231 12.29236399482266 0, 76.63366999474665 12.2923615153783 0, 76.63367826154646 12.29223462814665 0, 76.63368365191725 12.29186908756086 0, 76.63362422682329 12.29187396500163 0, 76.6335632167719 12.29187897212239 0, 76.63357760296832 12.29048878061221 0, 76.6335633380453 12.28975410725038 0, 76.63356748276428 12.28927022633852 0, 76.63356487311637 12.28919504586985 0, 76.6335610756782 12.28915573983809 0, 76.63355705236069 12.28911409293346 0, 76.63355152856677 12.28905692003102 0, 76.63354291836474 12.28896780702698 0, 76.63352162487007 12.28884232744514 0, 76.63342352255064 12.28813321276336 0, 76.63331935159613 12.28716601521818 0, 76.63318259520771 12.28588088286328 0, 76.63324644694764 12.28587479685546 0, 76.63313055204448 12.28505383941385 0, 76.6330912147165 12.2847829783863 0, 76.63298190315311 12.28403029821076 0, 76.63297145620098 12.28395836634181 0, 76.63288622183639 12.28337146685086 0, 76.6328574163079 12.28316473027148 0, 76.63285025059692 12.28309583609062 0, 76.63284623579418 12.28303673495994 0, 76.63284592594464 12.28300929727706 0, 76.63284720896192 12.28299971643473 0, 76.63285346800428 12.28297167458639 0, 76.63286301301143 12.28294953966037 0, 76.63287148582327 12.28293405541103 0, 76.6331763908677 12.28270514162148 0, 76.63390455665767 12.28219771229844 0, 76.63391947709341 12.28218731423449 0, 76.63411221801009 12.28205300001104 0, 76.63415400229061 12.28202009242752 0, 76.63422182463437 12.28195330723523 0, 76.63424947908811 12.28191993434925 0, 76.6342604598608 12.28190153241002 0, 76.63426920966012 12.281883582218 0, 76.6342795316746 12.28185689468145 0, 76.63428699041908 12.28182517096644 0, 76.63430009627444 12.28175564873216 0, 76.63431059764095 12.28170261533389 0, 76.63431822032105 12.28081820999781 0, 76.63429932286297 12.28030151356861 0, 76.63429539134175 12.28024700241371 0, 76.63423908103314 12.27946628755991 0, 76.63393315456754 12.27946454490525 0, 76.63379659655551 12.27946376677495 0, 76.63348721778632 12.27838294767004 0, 76.63327880683867 12.27824070386852 0, 76.6332573019041 12.27823794658823 0, 76.63320677691401 12.2782314707002 0, 76.63270506877551 12.27746753870894 0, 76.63267885642294 12.27742762584322 0, 76.63250616763689 12.27716467718385 0, 76.63237389729501 12.27717169030407 0, 76.63224014011152 12.27717878182795 0, 76.63220322713673 12.2766656252892 0, 76.63219146473807 12.27650210488536 0, 76.6321793385498 12.27633354331443 0, 76.63215120335056 12.27607891472396 0, 76.63214771727678 12.27604737015572 0, 76.63211940308635 12.27579112629145 0, 76.63193619265813 12.27480224677652 0, 76.63189910371489 12.27460205786439 0, 76.63189516201143 12.27458741599579 0, 76.63187534254419 12.27451380232659 0, 76.63178652659488 12.27418390403233 0, 76.63174401382668 12.27402599330156 0, 76.63175389296522 12.27388379005333 0, 76.63147975499864 12.27344796157133 0, 76.63148785700537 12.27343468169767 0, 76.63149176557862 12.27342827357709 0, 76.63149767986263 12.27341857837529 0, 76.63150659087712 12.27340397115378 0, 76.63170565392757 12.2733464665846 0, 76.63180240101785 12.27331851955934 0, 76.63193198740204 12.27328108485137 0, 76.63196596904949 12.2732709594113 0, 76.632011881342 12.27325727985116 0, 76.63213295075107 12.27322619927105 0, 76.63252884236734 12.2731390840652 0, 76.63259255888235 12.27312839628919 0, 76.63266935510103 12.27312013279179 0, 76.63271022944623 12.27311754791341 0, 76.63275734740701 12.27311456784579 0, 76.63301033138612 12.27309219986347 0, 76.6330379340927 12.27308975912072 0, 76.63280545126034 12.27246210237176 0, 76.6326359597585 12.27195939842482 0, 76.63259983574146 12.27185225641516 0, 76.63231369961944 12.27100358328314 0, 76.63219262144472 12.27065692107876 0, 76.63216617899714 12.27057278195717 0, 76.63215775863198 12.27054598826954 0, 76.63197804379071 12.2699741443741 0, 76.63195630360316 12.26997785541819 0, 76.63194147335285 12.26993727162485 0, 76.63162350894882 12.27001337020846 0, 76.6313820747349 12.27007115196176 0, 76.63135529643058 12.27007756061056 0, 76.63132962563448 12.26981659812622 0, 76.63132549162697 12.26977457023408 0, 76.63132260780102 12.26974524855162 0, 76.63130376267704 12.26955367241214 0, 76.63130328613286 12.26954882807848 0, 76.63137570536529 12.26947414366475 0, 76.63155522833443 12.26928900373196 0, 76.63200404612107 12.26883973491944 0, 76.63205373889613 12.26879076123664 0, 76.63267151423472 12.26818192197351 0, 76.63292508033216 12.26793202268679 0, 76.6329306544195 12.26792368005164 0, 76.63293816685345 12.26790903142246 0, 76.63294675154305 12.26788490897172 0, 76.6329504439225 12.26786953369592 0, 76.63295191820298 12.26785653284243 0, 76.63295064322902 12.26784697356572 0, 76.63287458757094 12.26755958698904 0, 76.63283632121619 12.26740401674165 0, 76.63281225934591 12.26728802240659 0, 76.6328054540467 12.2672524161024 0, 76.6327826917248 12.26712145939575 0, 76.63277072319768 12.26704075419931 0, 76.63275635755696 12.26691767903678 0, 76.6327347814506 12.26667632692585 0, 76.63270280958992 12.26616288025745 0, 76.63269833354512 12.26609099399646 0, 76.6326928323634 12.26600264684727 0, 76.63268351719277 12.26585304758765 0, 76.6326567650423 12.26536784372133 0, 76.63265047700271 12.2652538027589 0, 76.63269455632033 12.26525212281523 0, 76.63274491496057 12.26525020388054 0, 76.63277549777595 12.26522701171111 0, 76.63287200189629 12.26515382708154 0, 76.63287375818012 12.26528081296541 0, 76.63287387901572 12.26528953931766 0, 76.63299158506163 12.26535725817201 0, 76.63381044346117 12.26582836640736 0, 76.6338972595408 12.26580341702308 0, 76.63390263003208 12.26580187355381 0, 76.6339258351863 12.26579520577394 0, 76.63396309004384 12.26578449932359 0, 76.63423929477666 12.26573231394067 0, 76.63450935633148 12.26617517138654 0, 76.63466629220298 12.26618995323601 0, 76.63480446470065 12.26619638740077 0, 76.63481530118533 12.26633938641764 0, 76.63485236142787 12.26662866001911 0, 76.63486984931814 12.26679507503436 0, 76.63487650310107 12.26685839198617 0, 76.63491566037538 12.26723101484499 0, 76.63493764831615 12.26741256190958 0, 76.6350365264003 12.26822896941535 0, 76.63510598857498 12.26883454703639 0, 76.63512511414389 12.26900127673434 0, 76.63519267268258 12.26954476824694 0, 76.63523629875137 12.26988806159306 0, 76.63525494817745 12.27001154298683 0, 76.63527653736817 12.27012372240558 0, 76.63531651988438 12.2703153245594 0, 76.63531869539936 12.2703295890976 0, 76.63536358832486 12.2705701976269 0, 76.63540336282477 12.27086749928177 0, 76.63551401158364 12.27181167721014 0, 76.63559335782448 12.27247510631408 0, 76.63568425719393 12.27319808134561 0, 76.63587582571724 12.27481359973382 0, 76.63605002415245 12.27624105809614 0, 76.63621882361205 12.27768882818936 0, 76.63622501138947 12.27774545287634 0, 76.63628321766669 12.2782781657985 0, 76.63629374692367 12.27848179373957 0, 76.6362986399539 12.27857642597646 0, 76.636312527011 12.27874921978566 0, 76.6363352487354 12.27903195472357 0, 76.6364022199824 12.27960783817462 0, 76.63641674487818 12.27971749940996 0, 76.63646510193074 12.28010977308435 0, 76.63656769863195 12.28094202539336 0, 76.63657203490723 12.28096675413746 0, 76.63620359367741 12.28101105162848 0, 76.63614875966226 12.28120096885759 0, 76.63607967396362 12.28146636611046 0, 76.63602021396021 12.2816947835737 0, 76.63601415661607 12.28171375368439 0, 76.6360091640403 12.28172637237811 0, 76.63599908166576 12.2817462885996 0, 76.6359851045549 12.28176979068691 0, 76.63596685499435 12.28179644788854 0, 76.63595994276245 12.28180604609268 0, 76.63595475763108 12.28181368499102 0, 76.63590345916262 12.28188924533172 0, 76.63589256789984 12.28190693896977 0, 76.63587533568287 12.28194322925819 0, 76.63586786817734 12.28196159941164 0, 76.63585772832239 12.28199557561843 0, 76.63585303467373 12.2820259313799 0, 76.63585300056259 12.28205939522022 0, 76.6358538579585 12.28208435177578 0, 76.63586888587346 12.28262092585134 0, 76.63590418021249 12.28297353854791 0, 76.63606279558081 12.28431037482231 0, 76.63616883334144 12.28517371518788 0, 76.63618330630383 12.28529154868178 0, 76.6361961129268 12.28537164543948 0, 76.6362008059777 12.28541407473413 0, 76.63621729690254 12.28556316581694 0, 76.63710713201321 12.28546155070983 0, 76.63714506157517 12.28578220135128 0, 76.63716432518359 12.28594505602579 0, 76.63721453825491 12.28638998673563 0, 76.63721556916815 12.28639912163551 0, 76.63721744909552 12.28641592355244 0, 76.63723998874427 12.28660309741949 0, 76.63724004205804 12.28660354276372 0, 76.63725641963956 12.2867395401914 0, 76.6373875963191 12.28781410433968 0, 76.63752166331919 12.28892304471747 0, 76.63767479837402 12.29017023411962 0, 76.63771706315498 12.29056910620936 0, 76.63772726742238 12.29066540866468 0, 76.6377562999922 12.29090247038608 0, 76.63775630777693 12.29090253994607 0, 76.63783785523958 12.29156840821826 0, 76.63785864960145 12.29173820513233 0, 76.63790891556204 12.29216274655557 0)))",
ID_00001,Kurubarahalli,"MULTIPOLYGON Z (((76.67666987186622 12.30791225433298 0, 76.67673767638175 12.30777484072308 0, 76.67678719197302 12.30767030802469 0, 76.67682514342718 12.30758315086517 0, 76.67689904025637 12.30740650758056 0, 76.67712476100182 12.30677642535137 0, 76.67715395097333 12.30669038861427 0, 76.67716880406097 12.30664661159141 0, 76.67717890495204 12.30661684082433 0, 76.67719185136451 12.3065737851137 0, 76.67722302572405 12.30645365313409 0, 76.67728703837504 12.30609781528944 0, 76.67729609803422 12.30601784384259 0, 76.67730240111779 12.30594648601104 0, 76.67730453054848 12.30588671639747 0, 76.67731125999818 12.30574537014592 0, 76.67733352115305 12.30527769426371 0, 76.67733517887123 12.30518661965063 0, 76.67737340539641 12.30437981494336 0, 76.67737985700737 12.30336218469582 0, 76.67738532641935 12.3030755773066 0, 76.67738629808449 12.30306209956584 0, 76.67738996808366 12.30301127696998 0, 76.67739271861072 12.30297317517658 0, 76.67739872196272 12.30292382890043 0, 76.67741346301527 12.30282939441719 0, 76.67742797582736 12.30274390244439 0, 76.67745524339033 12.30260502363133 0, 76.67747105955529 12.30253413262651 0, 76.67750506381333 12.30238064238106 0, 76.67752774755232 12.30227824314577 0, 76.67754683507597 12.30219859977246 0, 76.67758023405737 12.30207605954918 0, 76.67758645736235 12.30205485956016 0, 76.67762331683642 12.30192454389616 0, 76.67763712462576 12.30187572555482 0, 76.67771575485361 12.30163154515758 0, 76.6778014394226 12.30136546270483 0, 76.6778717122066 12.30118922761103 0, 76.67791769880279 12.30108696287705 0, 76.67807257230162 12.30071352676288 0, 76.67813125223051 12.30060502268769 0, 76.67818300038523 12.30051616903369 0, 76.67826317245752 12.30039234191371 0, 76.67832308895169 12.30030053276621 0, 76.67838484722478 12.30020590368883 0, 76.67839196258386 12.30019577810289 0, 76.67849071913272 12.30005911808923 0, 76.6785390644321 12.2999922172536 0, 76.67861672800389 12.29988787775068 0, 76.67864636307635 12.29984806423697 0, 76.67871075215983 12.29976024388701 0, 76.67873449634126 12.29972707812383 0, 76.67890399626816 12.29952702260338 0, 76.67903300342194 12.29937475871258 0, 76.67950380894573 12.29948756123034 0, 76.67958209395829 12.29950631764002 0, 76.679731436625 12.29954209940044 0, 76.68061572531964 12.29973882821026 0, 76.68075456682125 12.29977050212984 0, 76.68144116345177 12.29992749457026 0, 76.68241197423202 12.30014946888512 0, 76.68247773157698 12.30016433400566 0, 76.68255616757293 12.30018206529665 0, 76.68289864480174 12.3002594837127 0, 76.68345848944907 12.30038256043245 0, 76.68430134392139 12.30057486726836 0, 76.68485012936674 12.30069920503462 0, 76.68547370588287 12.3008431946301 0, 76.68601589389827 12.30096254817782 0, 76.68662564228362 12.30111024875294 0, 76.68722559601028 12.30124841640285 0, 76.68745731212532 12.30129976497735 0, 76.68752224593575 12.30131415479509 0, 76.6881992084582 12.30146416944553 0, 76.68915134655016 12.30168006143548 0, 76.69030539814669 12.30193546021921 0, 76.69120362133829 12.30214600290693 0, 76.6918333109493 12.30230912941855 0, 76.69238850967538 12.30244805013431 0, 76.69254684766366 12.3021372844491 0, 76.69255669476995 12.30211914523316 0, 76.69256074155523 12.30211169145405 0, 76.69259197368518 12.30205616412402 0, 76.69261318055987 12.30202110389958 0, 76.69263282667622 12.30199138668813 0, 76.69264662400185 12.30197138888313 0, 76.69270222956595 12.30189769024323 0, 76.69271532723286 12.30188155757144 0, 76.69277512320423 12.30180963366018 0, 76.69281384174239 12.30176670994516 0, 76.69297590754803 12.30159346723036 0, 76.69314964179615 12.3014199623522 0, 76.69316661074421 12.30140084974898 0, 76.69323656656654 12.30132205785182 0, 76.69325106573712 12.30130572755453 0, 76.69326675638901 12.30128725834565 0, 76.69328044978725 12.30127114094778 0, 76.69330330464581 12.30124423864132 0, 76.69330707028986 12.30123954185887 0, 76.69332175712773 12.30122122440182 0, 76.69334462056203 12.30118920383214 0, 76.69336520520838 12.30115892483771 0, 76.69338068157828 12.30113369896478 0, 76.69339089446132 12.30111613238088 0, 76.69340934602863 12.3010800613805 0, 76.69342563029137 12.30104490956842 0, 76.69344541295497 12.30099434078724 0, 76.69347258722051 12.30091659303484 0, 76.69349307335818 12.30084812244033 0, 76.693498817593 12.30082653832251 0, 76.69351052456484 12.30077457141898 0, 76.6935447574504 12.30060791007436 0, 76.69358172744495 12.30042366516951 0, 76.69361324454948 12.30026659355469 0, 76.69366036919926 12.30003174458303 0, 76.69370749637409 12.2997919889132 0, 76.69379513525489 12.29975716075603 0, 76.69381441036313 12.29974950144829 0, 76.69384554996154 12.2995882007406 0, 76.69384721432627 12.29957966430418 0, 76.69398036344023 12.29954807238289 0, 76.6940378342903 12.29916186395298 0, 76.69423296022265 12.29916604356243 0, 76.69427440899774 12.29901804939979 0, 76.69451214291291 12.29895733369708 0, 76.69485980287722 12.29882549204304 0, 76.69557418684505 12.29884729898357 0, 76.69576910066877 12.29885400810732 0, 76.69581309960382 12.29896518316585 0, 76.6959466515484 12.29898790027701 0, 76.69607494416326 12.29886398028385 0, 76.69619385300234 12.29888900279246 0, 76.69624068620463 12.29889885829925 0, 76.69628019668663 12.29890717277779 0, 76.69678262855899 12.2990129028509 0, 76.69741909785587 12.29913657783695 0, 76.69792633430139 12.29926446617309 0, 76.69798523760137 12.29927931760816 0, 76.69801914266245 12.29916728323584 0, 76.69803158306236 12.29912617543798 0, 76.69804560866308 12.29907982931681 0, 76.69808669717116 12.2989344847665 0, 76.69812524835163 12.29894887227737 0, 76.69815533662569 12.29896010058272 0, 76.69817305306796 12.29896671237705 0, 76.69819170327473 12.29895597055922 0, 76.69944181187593 12.29823592662123 0, 76.70019009114591 12.29780076613712 0, 76.70055303656777 12.29759337506908 0, 76.70055079323336 12.2976197718397 0, 76.7005477943029 12.29765503839223 0, 76.70052346116061 12.29794121632593 0, 76.7005214775666 12.29796454707499 0, 76.7004939565524 12.29828820471182 0, 76.70049403368729 12.29937941939217 0, 76.70049403410992 12.29938906187324 0, 76.70033148672762 12.29938288622825 0, 76.70030576279407 12.2993819090076 0, 76.70030010503662 12.29947302937308 0, 76.70029752106181 12.29951464543461 0, 76.70029489378575 12.29955696142627 0, 76.70017408794482 12.29987774871066 0, 76.70031591686619 12.29992121662997 0, 76.70037916258416 12.29998530965224 0, 76.70084785990471 12.29988085882431 0, 76.70111902343346 12.29978481812894 0, 76.70130167279875 12.29972012654975 0, 76.70153521463617 12.29948196033651 0, 76.70160036901893 12.29947064959581 0, 76.70191765106976 12.29929694725986 0, 76.70194511688844 12.29928191079009 0, 76.70196631694414 12.29927030404804 0, 76.70204756655927 12.29922582187588 0, 76.70241184054746 12.29896463206216 0, 76.70241935170449 12.29890791372531 0, 76.70243291166571 12.29880550444839 0, 76.70245350757004 12.298650527133 0, 76.70245878676242 12.29861080527138 0, 76.70252754909312 12.29845359091469 0, 76.70257066916629 12.29799925110721 0, 76.70259232479674 12.29792992314264 0, 76.70269283489343 12.29776958411421 0, 76.70280473891927 12.29759106973485 0, 76.70294057770622 12.29737400181966 0, 76.7029577720599 12.2972972593704 0, 76.70298791084241 12.29716273966792 0, 76.7030047450533 12.2970876030744 0, 76.70356180809709 12.29659507235055 0, 76.70365064797704 12.2963784994269 0, 76.7038494521585 12.29598861442004 0, 76.7038979188168 12.29581873265668 0, 76.7039620858009 12.29559382255085 0, 76.70398968275039 12.29554257093957 0, 76.70410211343986 12.29533377322627 0, 76.70427854320194 12.29523789179878 0, 76.70465242382745 12.29503470456172 0, 76.70467518425471 12.29493579409596 0, 76.70472599787482 12.29471496530753 0, 76.70473281891056 12.29468532014379 0, 76.70480325002906 12.29459053291566 0, 76.70494719339851 12.29439681176911 0, 76.70498414725779 12.29435370514765 0, 76.70513189598698 12.29418135858941 0, 76.70565028919563 12.29357665657204 0, 76.70563300099965 12.29393539223915 0, 76.70560348338287 12.29435191882218 0, 76.70556875515146 12.2948419674372 0, 76.7055254112185 12.29530843140653 0, 76.70542725945312 12.29636472544383 0, 76.70541884906415 12.29645524094824 0, 76.70538174804804 12.29696537842091 0, 76.7053684733195 12.29714790595732 0, 76.70536729792303 12.29716406782415 0, 76.70536500455478 12.29719560295302 0, 76.70536174180205 12.29724046386863 0, 76.7052671566573 12.29764332613784 0, 76.70523466405422 12.29778172140741 0, 76.70516900595972 12.29806137714973 0, 76.70507692155255 12.29845879557588 0, 76.70503337682818 12.29864672494592 0, 76.7049580999274 12.29902729374919 0, 76.704744608169 12.30010661103762 0, 76.7047023263077 12.3003203665897 0, 76.70465874021248 12.3005407218955 0, 76.70464790398391 12.30059550390588 0, 76.7046295976095 12.30067764632502 0, 76.7044996892185 12.30126057106625 0, 76.70442745873521 12.30158468075488 0, 76.70441064254213 12.30166014090159 0, 76.70440609315585 12.30168055159049 0, 76.70436950701722 12.30184472055015 0, 76.70429202784412 12.30218105004377 0, 76.70426464483081 12.30229991879075 0, 76.70405541777293 12.30320815169856 0, 76.70399692719907 12.30352984894035 0, 76.70392276224325 12.30393775443508 0, 76.70389837320704 12.30407189577861 0, 76.70380053934349 12.30466465530302 0, 76.70377716288101 12.30480629133451 0, 76.70368827493748 12.30480676855321 0, 76.70290574828608 12.30481096606779 0, 76.70265144995714 12.30481428676221 0, 76.7025592413338 12.30481317255018 0, 76.7024776994072 12.30481136633285 0, 76.70242832659814 12.30480575114841 0, 76.7023487394548 12.30479129996714 0, 76.70228925778515 12.30477721529847 0, 76.70222972177312 12.30475897457611 0, 76.70218053881179 12.30473930078094 0, 76.70208621636978 12.3046927370312 0, 76.70202068489505 12.30466038581505 0, 76.701883736788 12.3045831378408 0, 76.7018105515568 12.30454511129086 0, 76.70171316170574 12.30450228264633 0, 76.70167393429881 12.30448939060299 0, 76.70161816873674 12.30447520038036 0, 76.70160578480353 12.30447260809795 0, 76.7015272682241 12.30446507156873 0, 76.70133630286499 12.30445710862148 0, 76.70114908324042 12.30445594256045 0, 76.70100794867164 12.30445506269243 0, 76.70099156673287 12.30445546926991 0, 76.70089424142762 12.30446293230202 0, 76.70083197663836 12.30447119228221 0, 76.7008130479577 12.30447498102127 0, 76.7007471328987 12.30449142278639 0, 76.70071405963941 12.30450058856359 0, 76.70053803080901 12.30455733660437 0, 76.70049838037625 12.30456484836204 0, 76.70046153428368 12.30456786538251 0, 76.70043964402545 12.30456800156297 0, 76.70037275891113 12.30456841764798 0, 76.7003075245994 12.30456493734795 0, 76.70026198856704 12.30455983213025 0, 76.70021194831892 12.30454920373775 0, 76.70015484180504 12.30453248324482 0, 76.70006082808068 12.30450141783169 0, 76.69995290901137 12.30446575818709 0, 76.69990488560717 12.30445611334921 0, 76.69977933657844 12.30444821704996 0, 76.699119142278 12.30441517999894 0, 76.6986242014403 12.30440751716964 0, 76.69827422210635 12.30442932391934 0, 76.69802276177622 12.30445731597854 0, 76.69795687720742 12.30446580842203 0, 76.69766130683945 12.30450390738788 0, 76.69730824624988 12.30456402543122 0, 76.6972088329823 12.30458166330638 0, 76.69711225490782 12.30459946071903 0, 76.69680496037884 12.30466247409963 0, 76.69656715411648 12.30470798735722 0, 76.6959224208497 12.30484753843889 0, 76.69587088771776 12.30485869209262 0, 76.69554889481267 12.30492372889046 0, 76.69545770439291 12.30494080441484 0, 76.69534107194974 12.30496167704512 0, 76.69426045444268 12.30511681443625 0, 76.6942279002676 12.30512154776244 0, 76.69311403897292 12.30528112278407 0, 76.69309538364969 12.30516446331819 0, 76.69298126097976 12.30483927456484 0, 76.69277967645826 12.30422094602233 0, 76.69250485920585 12.30349520405085 0, 76.69124051018547 12.30356521439481 0, 76.69011003859879 12.30361310484519 0, 76.68788581382692 12.30366989870736 0, 76.68634289307376 12.30372941756847 0, 76.68484684997574 12.30377882456061 0, 76.68475081890419 12.30378338663429 0, 76.68475242533529 12.30389306155898 0, 76.6847508690859 12.30395466344013 0, 76.6847495805484 12.30396625112269 0, 76.68474709214885 12.303973051591 0, 76.6847453853046 12.30397598190492 0, 76.68474027512067 12.30398264666652 0, 76.68473360659443 12.30398756011641 0, 76.68472583902695 12.30399153298861 0, 76.6847215089047 12.3039930837544 0, 76.68420277676837 12.30410307068317 0, 76.68332658383356 12.30431672340166 0, 76.68274746245876 12.30445793543616 0, 76.68236992565873 12.30455481198561 0, 76.68211001164197 12.30462877105265 0, 76.68198076573334 12.30466309163931 0, 76.68190592737068 12.30467929555171 0, 76.68178524828193 12.30469496521883 0, 76.68153288755332 12.30470704356167 0, 76.68137089033225 12.304712158552 0, 76.68127142677992 12.30471365895692 0, 76.6812474940495 12.30534912996536 0, 76.68120798463201 12.30621189416935 0, 76.68116643657193 12.3071411672669 0, 76.6811355531661 12.30783196731819 0, 76.68099839132333 12.30783495257351 0, 76.68006788441556 12.30787559406648 0, 76.67996210790061 12.30787815443227 0, 76.6799079548489 12.30787946361821 0, 76.67979188909696 12.30788227157876 0, 76.67943167819375 12.30789098504533 0, 76.67876622290449 12.30789698759165 0, 76.67822866303088 12.30790076761496 0, 76.67785133844455 12.30790234064294 0, 76.67782461926762 12.3079024522644 0, 76.67781601102999 12.30790248794171 0, 76.67679351701824 12.30790674895644 0, 76.67666987186622 12.30791225433298 0)))",
ID_00002,Sunnadakeri,"MULTIPOLYGON Z (((76.64914835256349 12.3018551122598 0, 76.64866790201009 12.30191392176087 0, 76.6480162046238 12.3019936918265 0, 76.64594384542131 12.30226943955673 0, 76.64520888637317 12.30236293591329 0, 76.64342271022979 12.30259015289443 0, 76.64329923672476 12.30260938961082 0, 76.64310706004011 12.30247550838553 0, 76.64172414572373 12.3015120858284 0, 76.64160819116705 12.30058669957109 0, 76.64143816343447 12.29922976422312 0, 76.64301562764665 12.29898920397408 0, 76.64425364342418 12.29880135861152 0, 76.6451868068255 12.29866563392854 0, 76.64621729145269 12.2985242173858 0, 76.6470940956291 12.29840030529018 0, 76.64766435163072 12.29834217768244 0, 76.64876165561654 12.2982170719238 0, 76.65002255587054 12.2980895493056 0, 76.650100112326 12.29808091212854 0, 76.6501589346631 12.29807436135131 0, 76.65045398882334 12.29804150305918 0, 76.65136848421916 12.29795086509447 0, 76.65194012621174 12.29788139993897 0, 76.65195745085808 12.29791357805295 0, 76.65202513394667 12.29803929182157 0, 76.6524528972582 12.2988361105984 0, 76.65256106384425 12.29906802709539 0, 76.6514680377035 12.29911529021282 0, 76.65092719420306 12.29911855596193 0, 76.65088937304418 12.29911878429559 0, 76.65069691469286 12.29911994612292 0, 76.65066297373092 12.29912015100274 0, 76.65073641825643 12.30036308631732 0, 76.65075112712827 12.30090536475946 0, 76.65077992542042 12.30131071881701 0, 76.65079195265699 12.30148002317989 0, 76.6508092796724 12.30164932084977 0, 76.65019592009739 12.30173467703758 0, 76.65017691144512 12.30173685735364 0, 76.64918769731446 12.30185029628997 0, 76.64914835256349 12.3018551122598 0)))",
